Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
1984.1205.10,False,False,370025,Drawings and Prints,Print,"Faun and Bacchante with Battle of Fauns in the Distance, from 347 Suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Etching,"plate: 7 3/8 x 4 9/16 in. (18.7 x 11.6 cm)
sheet: 12 7/8 x 9 7/8 in. (32.7 x 25.1 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370025,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1984.1205.11,False,False,370026,Drawings and Prints,Print,"Fat Couple and Little Shaggy Dog, from 347 Suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Etching,"plate: 4 13/16 x 3 9/16 in. (12.2 x 9 cm)
sheet: 12 13/16 x 9 13/16 in. (32.5 x 24.9 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370026,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1984.1205.12,False,False,370027,Drawings and Prints,Print,"Fat Courtesan with an Old Man and a Spectator in Costume, from 347 Suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Etching,"plate: 7 3/8 x 4 9/16 in. (18.7 x 11.6 cm)
sheet: 12 7/8 x 9 7/8 in. (32.7 x 25.1 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370027,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1984.1205.13,False,False,370028,Drawings and Prints,Print,"Célestine, her Protégée and a Young Gentleman, from  347 Suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Sugar-lift aquatint,"plate: 3 1/2 x 4 13/16 in. (8.9 x 12.2 cm)
sheet: 10 x 12 3/4 in. (25.4 x 32.4 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370028,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1984.1205.14,False,False,370029,Drawings and Prints,Print,"Artist Thinking of a Fighting Woman with Musketeer, Cupid and Small Characters, from 347 Suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Sugar lift and aquatint,"plate: 8 3/16 x 5 13/16 in. (20.8 x 14.8 cm)
sheet: 13 5/8 x 11 1/8 in. (34.6 x 28.2 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370029,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1984.1205.15,False,False,370030,Drawings and Prints,Print,"Cèlestine, Abduction, from 347 Suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Aquatint,"sheet: 11 1/8 x 13 1/8 in. (28.3 x 33.3 cm)
plate: 6 9/16 x 8 1/8 in. (16.7 x 20.6 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370030,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1984.1205.16,False,False,370031,Drawings and Prints,Print,"Cape and Sword: Pusuit II, from 347 Suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Aquatint,"plate: 6 5/8 x 8 1/8 in. (16.8 x 20.6 cm)
sheet: 11 1/8 x 13 1/16 in. (28.3 x 33.2 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370031,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1984.1205.17,False,False,370032,Drawings and Prints,Print,"Pensive Man and a Young Woman with Célestine, from 347 Suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Sugar-lift aquatint and drypoint,"sheet: 11 1/8 x 13 15/16 in. (28.3 x 35.4 cm)
plate: 5 13/16 x 8 3/16 in. (14.8 x 20.8 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370032,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1984.1205.18,False,False,370033,Drawings and Prints,Print,"Rembrandtesque Man Seated with Girls, from 347 Suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Sugar-lift aquatint,"plate: 5 7/8 x 8 3/16 in. (14.9 x 20.8 cm)
sheet: 11 1/8 x 13 5/8 in. (28.2 x 34.6 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370033,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1984.1205.19,False,False,370034,Drawings and Prints,Print,"Seated Female Nude, from 347 Suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Etching,"plate: 6 1/16 x 8 1/4 in. (15.4 x 21 cm)
sheet: 11 x 13 11/16 in. (28 x 34.7 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370034,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1984.1205.20,False,False,370035,Drawings and Prints,Print,"Raphael and the Fornarina III, from 347 Suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Etching,"plate: 6 5/8 x 8 1/4 in. (16.8 x 21 cm)
sheet: 11 x 13 1/8 in. (27.9 x 33.3 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370035,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1984.1205.21,False,False,370036,Drawings and Prints,Print,"Opium Smoker with Woman in Slippers on her Bed and a Little Dog, from 347 Suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Etching,"plate: 6 1/16 x 8 1/4 in. (15.4 x 21 cm)
sheet: 11 1/8 x 13 11/16 in. (28.2 x 34.7 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370036,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1984.1205.22,False,False,370037,Drawings and Prints,Print,"A Buffoon and Dwarf, Roman and Old Man before a Dancing Odalisque, from 347 Suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Etching,"plate: 5 13/16 x 8 3/4 in. (14.8 x 22.2 cm)
sheet: 11 x 14 5/16 in. (28 x 36.3 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370037,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1984.1205.23,False,False,370038,Drawings and Prints,Print,"Serenade by Flute, from 347 Suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Sugar lift aquatint,"plate: 5 7/8 x 8 11/16 in. (14.9 x 22.1 cm)
sheet: 11 1/8 x 14 5/16 in. (28.2 x 36.3 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370038,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1984.1205.24,False,False,370039,Drawings and Prints,Print,"Female Acrobat with Face Makeup and Spectators, from 347 Suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Etching,"sheet: 12 3/16 x 14 1/4 in. (31 x 36.2 cm)
plate: 7 1/16 x 8 3/4 in. (17.9 x 22.2 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370039,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1984.1205.25,False,False,370040,Drawings and Prints,Print,"Jacqueline as Nude Maja, with Célestine and Two Musketeers, from 347 Suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Sugar-lift aquatint,"plate: 6 5/16 x 8 3/4 in. (16 x 22.2 cm)
sheet: 12 1/4 x 14 5/16 in. (31.1 x 36.3 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370040,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1984.1205.26,False,False,370041,Drawings and Prints,Print,"Le déjeuner sur l'herbe, in the style of Rembrandt, with Maja and Célestine, from 347 Suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Sugar-lift aquatint,"plate: 6 5/16 x 8 3/4 in. (16 x 22.2 cm)
sheet: 12 5/16 x 14 5/16 in. (31.3 x 36.4 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370041,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1984.1205.27,False,False,370042,Drawings and Prints,Print,"Two Women with an Owl, Don Quixote and a Conquistador, from 347 Suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Etching,"plate: 6 7/8 x 10 1/4 in. (17.5 x 26 cm)
sheet: 11 x 14 15/16 in. (28 x 38 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370042,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1984.1205.28,False,False,370043,Drawings and Prints,Print,"Bearded Painter in a Dressing Gown with Two Nude Women and a Visitor, from 347 Suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Sugar-lift aquatint,"plate: 6 3/4 x 10 5/16 in. (17.1 x 26.2 cm)
sheet: 11 1/8 x 14 7/8 in. (28.3 x 37.8 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370043,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1984.1205.29,False,False,370044,Drawings and Prints,Print,"Belly Dancer with a Stout Spectator, from 347 Suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Etching,"plate: 6 3/4 x 10 5/16 in. (17.1 x 26.2 cm)
sheet: 11 1/8 x 14 3/4 in. (28.2 x 37.4 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370044,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1984.1205.30,False,False,370045,Drawings and Prints,Print,"Oasis with Flutist and Dancers, from 347 Suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Etching,"plate: 6 7/8 x 10 5/16 in. (17.5 x 26.2 cm)
sheet: 11 x 14 13/16 in. (28 x 37.7 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370045,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1984.1205.31,False,False,370046,Drawings and Prints,Print,"Seated Old Man with a Woman and Dancer, from 347 Suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Etching,"plate: 6 3/4 x 10 1/4 in. (17.1 x 26 cm)
sheet: 11 x 14 3/4 in. (28 x 37.4 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370046,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1984.1205.32,False,False,370047,Drawings and Prints,Print,"Raphael and the Fornarina XII, from 347 Suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Etching,"plate: 5 7/8 x 8 1/16 in. (15 x 20.5 cm)
sheet: 11 x 13 9/16 in. (28 x 34.4 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370047,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1984.1205.33,False,False,370048,Drawings and Prints,Print,"Exchange of Glances, from 347 Suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Sugar-lift aquatint and drypoint,"plate: 5 13/16 x 8 3/16 in. (14.8 x 20.8 cm)
sheet: 11 1/8 x 13 3/4 in. (28.2 x 34.9 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370048,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1984.1205.34,False,False,370049,Drawings and Prints,Print,"Landscape Painters: Déjeuner sur l'herbe Impressionniste, from 347 Suite",,,,,,Artist|Printer,Printed by,Pablo Picasso|Aldo and Piero Crommelynck,"Spanish, Malaga 1881–1973 Mougins, France",,"Picasso, Pablo|Crommelynck, Aldo and Piero",Spanish|French,1881      ,1973      ,1968,1968,1968,Sugar lift aquatint,"sheet: 12 7/8 x 15 13/16 in. (32.7 x 40.2 cm)
plate: 8 1/4 x 10 1/2 in. (21 x 26.7 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370049,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1984.1205.35,False,False,370050,Drawings and Prints,Print,"The Bust of a Dead Painter Crowned by the Academy, from 347 Suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Etching,"plate: 8 1/8 x 10 9/16 in. (20.6 x 26.8 cm)
sheet: 12 7/8 x 15 7/8 in. (32.7 x 40.3 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370050,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1984.1205.36,False,False,370051,Drawings and Prints,Print,"Landscape Painters with Two Nude Models, from 347 Suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Aquatint,"plate: 8 1/4 x 10 7/16 in. (21 x 26.5 cm)
sheet: 12 15/16 x 15 13/16 in. (32.9 x 40.2 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370051,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1984.1205.37,False,False,370052,Drawings and Prints,Print,"Egyptian and Women,  from 347 Suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Etching,"plate: 8 1/8 x 10 9/16 in. (20.6 x 26.8 cm)
sheet: 12 7/8 x 15 3/4 in. (32.7 x 40 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370052,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1984.1205.38,False,False,370053,Drawings and Prints,Print,"About Ingres's Turkish Bath, from 347 suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Etching,"plate: 7 3/4 x 12 13/16 in. (19.7 x 32.5 cm)
sheet: 13 x 17 7/8 in. (33 x 45.4 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370053,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1984.1205.39,False,False,370054,Drawings and Prints,Print,"Two Women Romping on a Beach Mat, from 347 Suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Etching,"plate: 7 3/4 x 12 3/4 in. (19.7 x 32.4 cm)
sheet: 12 3/8 x 17 13/16 in. (31.5 x 45.2 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370054,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1984.1205.40,False,False,370055,Drawings and Prints,Print,"Two Spectators, one in a Rembrandtesque Hat, Admiring a Painting of Bacchantes, from 347 Suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Etching,"plate: 7 13/16 x 12 13/16 in. (19.8 x 32.5 cm)
sheet: 12 1/2 x 17 7/8 in. (31.8 x 45.4 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370055,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1984.1205.41,False,False,370056,Drawings and Prints,Print,"A Scene from ""La Celestina"": The Gentleman Is Led Toward the Den, from 347 Suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Etching,"plate: 11 5/8 x 13 3/4 in. (29.5 x 34.9 cm)
sheet: 17 7/8 x 20 9/16 in. (45.4 x 52.2 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370056,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
